  0.239730358E+01  0.999559760E+00  0.100306559E+01
  0.245396519E+01  0.999723017E+00  0.100216973E+01
  0.251157784E+01  0.999829531E+00  0.100150824E+01
  0.257016373E+01  0.999897122E+00  0.100102818E+01
  0.262974572E+01  0.999938965E+00  0.100068688E+01
  0.269034672E+01  0.999964356E+00  0.100044918E+01
  0.275199008E+01  0.999979198E+00  0.100028634E+01
  0.281470013E+01  0.999987602E+00  0.100017774E+01
  0.287850070E+01  0.999992192E+00  0.100010681E+01
  0.294341683E+01  0.999994636E+00  0.100006151E+01
  0.300947356E+01  0.999995947E+00  0.100003338E+01
  0.307669663E+01  0.999996722E+00  0.100001633E+01
  0.314511180E+01  0.999996662E+00  0.100000620E+01
  0.321474576E+01  0.999996722E+00  0.100000036E+01
  0.328562570E+01  0.999996722E+00  0.999997139E+00
  0.335777855E+01  0.999996662E+00  0.999995410E+00
  0.343123269E+01  0.999996662E+00  0.999994338E+00
  0.350601649E+01  0.999996781E+00  0.999994040E+00
  0.358215880E+01  0.999996781E+00  0.999994040E+00
  0.365968943E+01  0.999996722E+00  0.999994040E+00
  0.373863816E+01  0.999996722E+00  0.999994040E+00
  0.381903577E+01  0.999996662E+00  0.999994040E+00
  0.390091324E+01  0.999996722E+00  0.999994040E+00
  0.398430228E+01  0.999996722E+00  0.999994040E+00
  0.406923532E+01  0.999996722E+00  0.999993980E+00
  0.415574551E+01  0.999996662E+00  0.999994040E+00
  0.424386549E+01  0.999996662E+00  0.999994040E+00
  0.433363056E+01  0.999996662E+00  0.999994040E+00
  0.442507458E+01  0.999996662E+00  0.999994040E+00
  0.451823378E+01  0.999996722E+00  0.999994040E+00
  0.461314392E+01  0.999996722E+00  0.999994040E+00
  0.470984125E+01  0.999996722E+00  0.999994040E+00
  0.480836391E+01  0.999996722E+00  0.999994040E+00
  0.490875006E+01  0.999996722E+00  0.999994040E+00
  0.501103830E+01  0.999996722E+00  0.999994040E+00
  0.511526823E+01  0.999996722E+00  0.999994040E+00
  0.522148037E+01  0.999996722E+00  0.999994040E+00
  0.532971621E+01  0.999996722E+00  0.999994040E+00
  0.544001722E+01  0.999996722E+00  0.999994040E+00
  0.555242634E+01  0.999996722E+00  0.999994040E+00
  0.566698694E+01  0.999996722E+00  0.999994040E+00
  0.578374386E+01  0.999996722E+00  0.999994040E+00
  0.590274191E+01  0.999996722E+00  0.999994040E+00
  0.602402687E+01  0.999996722E+00  0.999994040E+00
  0.614764690E+01  0.999996722E+00  0.999994040E+00
  0.627364922E+01  0.999996722E+00  0.999994040E+00
  0.640208244E+01  0.999996722E+00  0.999994040E+00
  0.653299618E+01  0.999996722E+00  0.999994040E+00
  0.666644192E+01  0.999996722E+00  0.999994040E+00
  0.680247116E+01  0.999996722E+00  0.999994040E+00
  0.694113636E+01  0.999996722E+00  0.999994040E+00
  0.708249140E+01  0.999996722E+00  0.999994040E+00
  0.722659063E+01  0.999996722E+00  0.999994040E+00
  0.737349081E+01  0.999996722E+00  0.999994040E+00
  0.752324772E+01  0.999996722E+00  0.999994040E+00
  0.767592049E+01  0.999996722E+00  0.999994040E+00
  0.783156729E+01  0.999996722E+00  0.999994040E+00
  0.799024916E+01  0.999996722E+00  0.999994040E+00
  0.815202713E+01  0.999996722E+00  0.999994040E+00
  0.831696510E+01  0.999996722E+00  0.999994040E+00
  0.848512459E+01  0.999996722E+00  0.999994040E+00
  0.865657330E+01  0.999996722E+00  0.999994040E+00
  0.883137608E+01  0.999996722E+00  0.999994040E+00
  0.900960159E+01  0.999996722E+00  0.999994040E+00
  0.919131756E+01  0.999996722E+00  0.999994040E+00
  0.937659550E+01  0.999996722E+00  0.999994040E+00
  0.956550789E+01  0.999996722E+00  0.999994040E+00
  0.975812626E+01  0.999996722E+00  0.999994040E+00
  0.995452595E+01  0.999996722E+00  0.999994040E+00
  0.101547832E+02  0.999996722E+00  0.999994040E+00
  0.103589764E+02  0.999996722E+00  0.999994040E+00
  0.105671825E+02  0.999996722E+00  0.999994040E+00
  0.107794838E+02  0.999996722E+00  0.999994040E+00
  0.109959631E+02  0.999996722E+00  0.999994040E+00
  0.112167034E+02  0.999996722E+00  0.999994040E+00
  0.114417896E+02  0.999996722E+00  0.999994040E+00
  0.116713104E+02  0.999996722E+00  0.999994040E+00
  0.119053535E+02  0.999996722E+00  0.999994040E+00
  0.121440096E+02  0.999996722E+00  0.999994040E+00
  0.123873730E+02  0.999996722E+00  0.999994040E+00
  0.126355362E+02  0.999996722E+00  0.999994040E+00
  0.128885946E+02  0.999996722E+00  0.999994040E+00
  0.131466494E+02  0.999996722E+00  0.999994040E+00
  0.134097977E+02  0.999996722E+00  0.999994040E+00
  0.136781425E+02  0.999996722E+00  0.999994040E+00
  0.139517879E+02  0.999996722E+00  0.999994040E+00
  0.142308397E+02  0.999996722E+00  0.999994040E+00
  0.145154057E+02  0.999996722E+00  0.999994040E+00
  0.148055983E+02  0.999996722E+00  0.999994040E+00
  0.151015263E+02  0.999996722E+00  0.999994040E+00
  0.154033070E+02  0.999996722E+00  0.999994040E+00
  0.157110567E+02  0.999996722E+00  0.999994040E+00
  0.160248947E+02  0.999996722E+00  0.999994040E+00
  0.163449421E+02  0.999996722E+00  0.999994040E+00
  0.166713257E+02  0.999996722E+00  0.999994040E+00
  0.170041676E+02  0.999996722E+00  0.999994040E+00
  0.173435974E+02  0.999996722E+00  0.999994040E+00
  0.176897507E+02  0.999996722E+00  0.999994040E+00
  0.180427589E+02  0.999996722E+00  0.999994040E+00
  0.184027576E+02  0.999996722E+00  0.999994040E+00
  0.187698879E+02  0.999996722E+00  0.999994040E+00
  0.191442928E+02  0.999996722E+00  0.999994040E+00
  0.195261135E+02  0.999996722E+00  0.999994040E+00
  0.199155045E+02  0.999996722E+00  0.999994040E+00
  0.203126106E+02  0.999996722E+00  0.999994040E+00
  0.207175884E+02  0.999996722E+00  0.999994040E+00
  0.211305962E+02  0.999996722E+00  0.999994040E+00
  0.215517902E+02  0.999996722E+00  0.999994040E+00
  0.219813366E+02  0.999996722E+00  0.999994040E+00
  0.224194012E+02  0.999996722E+00  0.999994040E+00
  0.228661537E+02  0.999996722E+00  0.999994040E+00
  0.233217678E+02  0.999996722E+00  0.999994040E+00
  0.237864189E+02  0.999996722E+00  0.999994040E+00
  0.242602863E+02  0.999996722E+00  0.999994040E+00
  0.247435570E+02  0.999996722E+00  0.999994040E+00
  0.252364159E+02  0.999996722E+00  0.999994040E+00
  0.257390537E+02  0.999996722E+00  0.999994040E+00
  0.262516632E+02  0.999996722E+00  0.999994040E+00
  0.267744484E+02  0.999996722E+00  0.999994040E+00
  0.273076096E+02  0.999996722E+00  0.999994040E+00
  0.278513508E+02  0.999996722E+00  0.999994040E+00
  0.284058857E+02  0.999996722E+00  0.999994040E+00
  0.289714298E+02  0.999996722E+00  0.999994040E+00
  0.295481987E+02  0.999996722E+00  0.999994040E+00
  0.301364174E+02  0.999996722E+00  0.999994040E+00
  0.307363167E+02  0.999996722E+00  0.999994040E+00
  0.313481255E+02  0.999996722E+00  0.999994040E+00
  0.319720802E+02  0.999996722E+00  0.999994040E+00
  0.326084290E+02  0.999996722E+00  0.999994040E+00
  0.332574081E+02  0.999996722E+00  0.999994040E+00
  0.339192810E+02  0.999996722E+00  0.999994040E+00
  0.345942955E+02  0.999996722E+00  0.999994040E+00
  0.352827148E+02  0.999996722E+00  0.999994040E+00
  0.359848061E+02  0.999996722E+00  0.999994040E+00
  0.367008438E+02  0.999996722E+00  0.999994040E+00
  0.374311028E+02  0.999996722E+00  0.999994040E+00
  0.381758652E+02  0.999996722E+00  0.999994040E+00
  0.389354248E+02  0.999996722E+00  0.999994040E+00
  0.397100716E+02  0.999996722E+00  0.999994040E+00
  0.405001068E+02  0.999996722E+00  0.999994040E+00
  0.413058319E+02  0.999996722E+00  0.999994040E+00
  0.421275673E+02  0.999996722E+00  0.999994040E+00
  0.429656296E+02  0.999996722E+00  0.999994040E+00
  0.438203392E+02  0.999996722E+00  0.999994040E+00
  0.446920280E+02  0.999996722E+00  0.999994040E+00
  0.455810394E+02  0.999996722E+00  0.999994040E+00
  0.464877090E+02  0.999996722E+00  0.999994040E+00
  0.474123955E+02  0.999996722E+00  0.999994040E+00
  0.483554573E+02  0.999996722E+00  0.999994040E+00
  0.493172569E+02  0.999996722E+00  0.999994040E+00
  0.502981644E+02  0.999996722E+00  0.999994040E+00
  0.512985687E+02  0.999996722E+00  0.999994040E+00
  0.523188477E+02  0.999996722E+00  0.999994040E+00
  0.533594017E+02  0.999996722E+00  0.999994040E+00
  0.544206314E+02  0.999996722E+00  0.999994040E+00
  0.555029526E+02  0.999996722E+00  0.999994040E+00
  0.566067810E+02  0.999996722E+00  0.999994040E+00
  0.577325439E+02  0.999996722E+00  0.999994040E+00
  0.588806801E+02  0.999996722E+00  0.999994040E+00
  0.600516357E+02  0.999996722E+00  0.999994040E+00
  0.612458572E+02  0.999996722E+00  0.999994040E+00
  0.624638176E+02  0.999996722E+00  0.999994040E+00
  0.637059784E+02  0.999996722E+00  0.999994040E+00
  0.649728317E+02  0.999996722E+00  0.999994040E+00
  0.662648544E+02  0.999996722E+00  0.999994040E+00
  0.675825653E+02  0.999996722E+00  0.999994040E+00
  0.689264603E+02  0.999996722E+00  0.999994040E+00
  0.702970657E+02  0.999996722E+00  0.999994040E+00
  0.716949158E+02  0.999996722E+00  0.999994040E+00
  0.731205444E+02  0.999996722E+00  0.999994040E+00
  0.745745087E+02  0.999996722E+00  0.999994040E+00
  0.760573654E+02  0.999996722E+00  0.999994040E+00
  0.775697098E+02  0.999996722E+00  0.999994040E+00
  0.791120987E+02  0.999996722E+00  0.999994040E+00
  0.806851578E+02  0.999996722E+00  0.999994040E+00
  0.822894745E+02  0.999996722E+00  0.999994040E+00
  0.839256821E+02  0.999996722E+00  0.999994040E+00
  0.855944138E+02  0.999996722E+00  0.999994040E+00
  0.872963104E+02  0.999996722E+00  0.999994040E+00
  0.890320358E+02  0.999996722E+00  0.999994040E+00
  0.908022690E+02  0.999996722E+00  0.999994040E+00
  0.926076813E+02  0.999996722E+00  0.999994040E+00
  0.944489822E+02  0.999996722E+00  0.999994040E+00
  0.963268890E+02  0.999996722E+00  0.999994040E+00
  0.982421188E+02  0.999996722E+00  0.999994040E+00
  0.100195419E+03  0.999996722E+00  0.999994040E+00
  0.102187538E+03  0.999996722E+00  0.999994040E+00
  0.104219269E+03  0.999996722E+00  0.999994040E+00
  0.106291382E+03  0.999996722E+00  0.999994040E+00
  0.108404694E+03  0.999996722E+00  0.999994040E+00
  0.110559998E+03  0.999996722E+00  0.999994040E+00
  0.112758148E+03  0.999996722E+00  0.999994040E+00
  0.115000000E+03  0.999996722E+00  0.999994040E+00
